scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 758,Uttar Pradesh,ST,Minority Affairs,Resident of Uttar Pradesh; category ST; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/758,50000,250000,18,0,Female,ST
Seva Benefit Scheme 759,Karnataka,SC,Skill Development,Resident of Karnataka; category SC; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/759,150000,450000,40,80,Male,SC
Seva Benefit Scheme 760,Rajasthan,OBC,Rural Development,Resident of Rajasthan; category OBC; annual income between 50000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/760,50000,350000,0,35,All,OBC
Seva Benefit Scheme 761,Delhi,Disabled,Women & Child,Resident of Delhi; category Disabled; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/761,150000,350000,21,0,All,Disabled
Seva Benefit Scheme 762,Andhra Pradesh,Senior Citizen,Education,Resident of Andhra Pradesh; category Senior Citizen; annual income between 100000 and 400000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/762,100000,400000,21,0,All,Senior Citizen
Seva Benefit Scheme 763,Karnataka,Minority,Rural Development,Resident of Karnataka; category Minority; annual income between 0 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/763,0,300000,40,60,Male,Minority
Seva Benefit Scheme 764,Bihar,Senior Citizen,Social Welfare,Resident of Bihar; category Senior Citizen; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/764,100000,400000,0,35,All,Senior Citizen
Seva Benefit Scheme 765,Maharashtra,Minority,Health,Resident of Maharashtra; category Minority; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/765,100000,600000,0,0,Female,Minority
Seva Benefit Scheme 766,Andhra Pradesh,General,Rural Development,Resident of Andhra Pradesh; category General; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/766,50000,350000,0,0,Male,General
Seva Benefit Scheme 767,Rajasthan,ST,Rural Development,Resident of Rajasthan; category ST; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/767,100000,600000,18,60,Male,ST
Seva Benefit Scheme 768,Tamil Nadu,Women,Rural Development,Resident of Tamil Nadu; category Women; annual income between 100000 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/768,100000,200000,21,45,Male,Women
Seva Benefit Scheme 769,Delhi,General,Minority Affairs,Resident of Delhi; category General; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/769,100000,300000,21,60,Female,General
Seva Benefit Scheme 770,Andhra Pradesh,Women,Minority Affairs,Resident of Andhra Pradesh; category Women; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/770,150000,350000,40,80,All,Women
Seva Benefit Scheme 771,Odisha,Senior Citizen,Skill Development,Resident of Odisha; category Senior Citizen; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/771,50000,350000,45,60,All,Senior Citizen
Seva Benefit Scheme 772,Delhi,Women,Health,Resident of Delhi; category Women; annual income between 0 and 300000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/772,0,300000,60,60,All,Women
Seva Benefit Scheme 773,Gujarat,ST,Education,Resident of Gujarat; category ST; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/773,150000,450000,60,0,All,ST
Seva Benefit Scheme 774,Odisha,OBC,Education,Resident of Odisha; category OBC; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/774,0,500000,18,45,Male,OBC
Seva Benefit Scheme 775,Karnataka,Minority,Social Welfare,Resident of Karnataka; category Minority; annual income between 0 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/775,0,200000,35,40,Female,Minority
Seva Benefit Scheme 776,Andhra Pradesh,Minority,Social Welfare,Resident of Andhra Pradesh; category Minority; annual income between 100000 and 400000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/776,100000,400000,21,0,Female,Minority
Seva Benefit Scheme 777,Tamil Nadu,Senior Citizen,Rural Development,Resident of Tamil Nadu; category Senior Citizen; annual income between 150000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/777,150000,250000,21,45,Female,Senior Citizen
Seva Benefit Scheme 778,Uttar Pradesh,ST,Minority Affairs,Resident of Uttar Pradesh; category ST; annual income between 50000 and 550000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/778,50000,550000,18,35,Female,ST
Seva Benefit Scheme 779,Odisha,Senior Citizen,Agriculture,Resident of Odisha; category Senior Citizen; annual income between 50000 and 150000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/779,50000,150000,40,45,Male,Senior Citizen
Seva Benefit Scheme 780,Bihar,OBC,Minority Affairs,Resident of Bihar; category OBC; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/780,50000,250000,18,35,Female,OBC
Seva Benefit Scheme 781,West Bengal,Disabled,Health,Resident of West Bengal; category Disabled; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/781,50000,550000,18,45,Male,Disabled
Seva Benefit Scheme 782,Uttar Pradesh,Disabled,Education,Resident of Uttar Pradesh; category Disabled; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/782,150000,450000,40,60,Female,Disabled
Seva Benefit Scheme 783,Andhra Pradesh,Minority,Women & Child,Resident of Andhra Pradesh; category Minority; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/783,50000,250000,60,60,All,Minority
Seva Benefit Scheme 784,Maharashtra,Senior Citizen,Health,Resident of Maharashtra; category Senior Citizen; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/784,50000,150000,35,60,Female,Senior Citizen
Seva Benefit Scheme 785,Tamil Nadu,OBC,Social Welfare,Resident of Tamil Nadu; category OBC; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/785,150000,250000,60,60,All,OBC
Seva Benefit Scheme 786,Karnataka,Student,Agriculture,Resident of Karnataka; category Student; annual income between 0 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/786,0,200000,0,0,Male,Student
Seva Benefit Scheme 787,Bihar,Disabled,Skill Development,Resident of Bihar; category Disabled; annual income between 100000 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/787,100000,200000,18,35,Female,Disabled
Seva Benefit Scheme 788,Gujarat,Disabled,Social Welfare,Resident of Gujarat; category Disabled; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/788,100000,400000,0,60,Male,Disabled
Seva Benefit Scheme 789,Karnataka,Farmer,Health,Resident of Karnataka; category Farmer; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/789,50000,550000,18,45,Female,Farmer
Seva Benefit Scheme 790,Rajasthan,ST,Minority Affairs,Resident of Rajasthan; category ST; annual income between 150000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/790,150000,250000,18,35,Male,ST
Seva Benefit Scheme 791,Karnataka,ST,Social Welfare,Resident of Karnataka; category ST; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/791,50000,350000,0,60,Male,ST
Seva Benefit Scheme 792,West Bengal,Disabled,Social Welfare,Resident of West Bengal; category Disabled; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/792,150000,450000,21,45,All,Disabled
Seva Benefit Scheme 793,Gujarat,General,Agriculture,Resident of Gujarat; category General; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/793,0,500000,18,45,All,General
Seva Benefit Scheme 794,Gujarat,SC,Education,Resident of Gujarat; category SC; annual income between 150000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/794,150000,250000,18,35,Female,SC
Seva Benefit Scheme 795,Rajasthan,Women,Social Welfare,Resident of Rajasthan; category Women; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/795,50000,150000,18,0,Male,Women
Seva Benefit Scheme 796,Delhi,Student,Women & Child,Resident of Delhi; category Student; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/796,100000,400000,0,35,All,Student
Seva Benefit Scheme 797,Uttar Pradesh,Minority,Women & Child,Resident of Uttar Pradesh; category Minority; annual income between 150000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/797,150000,250000,0,0,All,Minority
Seva Benefit Scheme 798,Delhi,Senior Citizen,Rural Development,Resident of Delhi; category Senior Citizen; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/798,150000,350000,0,0,All,Senior Citizen
Seva Benefit Scheme 799,Delhi,OBC,Minority Affairs,Resident of Delhi; category OBC; annual income between 0 and 100000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/799,0,100000,18,35,Male,OBC
Seva Benefit Scheme 800,Tamil Nadu,Minority,Agriculture,Resident of Tamil Nadu; category Minority; annual income between 0 and 100000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/800,0,100000,18,45,All,Minority
Seva Benefit Scheme 801,Delhi,Minority,Education,Resident of Delhi; category Minority; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/801,150000,650000,40,80,Male,Minority
Seva Benefit Scheme 802,Karnataka,OBC,Agriculture,Resident of Karnataka; category OBC; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/802,0,500000,0,35,Female,OBC
Seva Benefit Scheme 803,Maharashtra,Women,Social Welfare,Resident of Maharashtra; category Women; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/803,150000,450000,0,35,Female,Women
Seva Benefit Scheme 804,Delhi,Senior Citizen,Skill Development,Resident of Delhi; category Senior Citizen; annual income between 100000 and 600000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/804,100000,600000,18,60,Male,Senior Citizen
Seva Benefit Scheme 805,Andhra Pradesh,Disabled,Agriculture,Resident of Andhra Pradesh; category Disabled; annual income between 50000 and 550000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/805,50000,550000,35,40,Male,Disabled
Seva Benefit Scheme 806,Odisha,SC,Women & Child,Resident of Odisha; category SC; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/806,50000,150000,18,45,Female,SC
Seva Benefit Scheme 807,West Bengal,OBC,Minority Affairs,Resident of West Bengal; category OBC; annual income between 150000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/807,150000,350000,18,45,Male,OBC
Seva Benefit Scheme 808,Andhra Pradesh,Senior Citizen,Education,Resident of Andhra Pradesh; category Senior Citizen; annual income between 150000 and 650000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/808,150000,650000,21,0,Male,Senior Citizen
Seva Benefit Scheme 809,Karnataka,Women,Women & Child,Resident of Karnataka; category Women; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/809,50000,550000,60,80,All,Women
Seva Benefit Scheme 810,Bihar,Senior Citizen,Education,Resident of Bihar; category Senior Citizen; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/810,0,500000,0,80,All,Senior Citizen
Seva Benefit Scheme 811,Andhra Pradesh,Disabled,Agriculture,Resident of Andhra Pradesh; category Disabled; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/811,0,500000,18,35,Female,Disabled
Seva Benefit Scheme 812,Tamil Nadu,ST,Social Welfare,Resident of Tamil Nadu; category ST; annual income between 0 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/812,0,200000,21,80,All,ST
Seva Benefit Scheme 813,Bihar,Senior Citizen,Women & Child,Resident of Bihar; category Senior Citizen; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/813,100000,400000,18,35,All,Senior Citizen
Seva Benefit Scheme 814,Uttar Pradesh,General,Social Welfare,Resident of Uttar Pradesh; category General; annual income between 100000 and 300000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/814,100000,300000,18,35,All,General
Seva Benefit Scheme 815,Maharashtra,General,Education,Resident of Maharashtra; category General; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/815,0,500000,18,35,All,General
Seva Benefit Scheme 816,Andhra Pradesh,OBC,Women & Child,Resident of Andhra Pradesh; category OBC; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/816,50000,350000,18,60,Male,OBC
Seva Benefit Scheme 817,West Bengal,Women,Education,Resident of West Bengal; category Women; annual income between 50000 and 550000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/817,50000,550000,60,0,Male,Women
Seva Benefit Scheme 818,Bihar,ST,Minority Affairs,Resident of Bihar; category ST; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/818,0,200000,60,60,All,ST
Seva Benefit Scheme 819,Delhi,SC,Health,Resident of Delhi; category SC; annual income between 50000 and 150000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/819,50000,150000,60,80,Male,SC
Seva Benefit Scheme 820,West Bengal,Senior Citizen,Education,Resident of West Bengal; category Senior Citizen; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/820,50000,250000,45,60,Male,Senior Citizen
Seva Benefit Scheme 821,Tamil Nadu,Disabled,Social Welfare,Resident of Tamil Nadu; category Disabled; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/821,150000,350000,40,45,Male,Disabled
Seva Benefit Scheme 822,Rajasthan,Senior Citizen,Education,Resident of Rajasthan; category Senior Citizen; annual income between 150000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/822,150000,250000,0,80,All,Senior Citizen
Seva Benefit Scheme 823,Delhi,Senior Citizen,Rural Development,Resident of Delhi; category Senior Citizen; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/823,0,300000,40,45,All,Senior Citizen
Seva Benefit Scheme 824,West Bengal,Minority,Women & Child,Resident of West Bengal; category Minority; annual income between 50000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/824,50000,250000,60,80,All,Minority
Seva Benefit Scheme 825,Tamil Nadu,Student,Skill Development,Resident of Tamil Nadu; category Student; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/825,50000,550000,35,60,Male,Student
Seva Benefit Scheme 826,Delhi,SC,Education,Resident of Delhi; category SC; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/826,50000,550000,21,0,Female,SC
Seva Benefit Scheme 827,Gujarat,Women,Rural Development,Resident of Gujarat; category Women; annual income between 50000 and 550000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/827,50000,550000,0,0,Female,Women
Seva Benefit Scheme 828,Delhi,Senior Citizen,Education,Resident of Delhi; category Senior Citizen; annual income between 0 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/828,0,300000,60,80,Male,Senior Citizen
Seva Benefit Scheme 829,Andhra Pradesh,Women,Women & Child,Resident of Andhra Pradesh; category Women; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/829,100000,400000,40,0,Male,Women
Seva Benefit Scheme 830,Gujarat,ST,Social Welfare,Resident of Gujarat; category ST; annual income between 100000 and 600000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/830,100000,600000,21,45,Female,ST
Seva Benefit Scheme 831,Rajasthan,SC,Health,Resident of Rajasthan; category SC; annual income between 50000 and 150000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/831,50000,150000,0,35,All,SC
Seva Benefit Scheme 832,Gujarat,ST,Health,Resident of Gujarat; category ST; annual income between 0 and 100000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/832,0,100000,60,0,Male,ST
Seva Benefit Scheme 833,Maharashtra,Senior Citizen,Rural Development,Resident of Maharashtra; category Senior Citizen; annual income between 100000 and 600000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/833,100000,600000,18,0,Male,Senior Citizen
Seva Benefit Scheme 834,Maharashtra,OBC,Agriculture,Resident of Maharashtra; category OBC; annual income between 150000 and 650000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/834,150000,650000,18,0,Female,OBC
Seva Benefit Scheme 835,Karnataka,Disabled,Social Welfare,Resident of Karnataka; category Disabled; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/835,0,200000,21,0,Female,Disabled
Seva Benefit Scheme 836,Maharashtra,ST,Social Welfare,Resident of Maharashtra; category ST; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/836,50000,550000,21,35,All,ST
Seva Benefit Scheme 837,Gujarat,General,Rural Development,Resident of Gujarat; category General; annual income between 100000 and 400000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/837,100000,400000,45,60,All,General
Seva Benefit Scheme 838,Gujarat,General,Social Welfare,Resident of Gujarat; category General; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/838,0,500000,18,0,Male,General
Seva Benefit Scheme 839,Uttar Pradesh,Disabled,Education,Resident of Uttar Pradesh; category Disabled; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/839,50000,550000,21,80,All,Disabled
Seva Benefit Scheme 840,West Bengal,Senior Citizen,Skill Development,Resident of West Bengal; category Senior Citizen; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/840,0,300000,60,0,All,Senior Citizen
Seva Benefit Scheme 841,Karnataka,Women,Skill Development,Resident of Karnataka; category Women; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/841,100000,600000,18,35,Female,Women
Seva Benefit Scheme 842,Uttar Pradesh,Senior Citizen,Agriculture,Resident of Uttar Pradesh; category Senior Citizen; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/842,100000,200000,21,45,Female,Senior Citizen
Seva Benefit Scheme 843,Bihar,ST,Education,Resident of Bihar; category ST; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/843,50000,350000,0,0,Female,ST
Seva Benefit Scheme 844,Odisha,ST,Skill Development,Resident of Odisha; category ST; annual income between 0 and 500000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/844,0,500000,21,45,All,ST
Seva Benefit Scheme 845,West Bengal,OBC,Minority Affairs,Resident of West Bengal; category OBC; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/845,50000,350000,60,80,All,OBC
Seva Benefit Scheme 846,West Bengal,Minority,Skill Development,Resident of West Bengal; category Minority; annual income between 0 and 100000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/846,0,100000,35,60,Male,Minority
Seva Benefit Scheme 847,Andhra Pradesh,ST,Minority Affairs,Resident of Andhra Pradesh; category ST; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/847,0,300000,60,60,Male,ST
